relation_id,source_person_id,target_person_id,original_relation_type,standard_relation_type,relation_quality_score,relation_risk_level,context,evidence_ref,weight,source_ids,correction_reason,confidence,needs_manual_review,raw_relation_type,llm_suggested_relation_type,final_relation_type,llm_reason,llm_confidence,display_status
REL-00630,ZLH-007,ZLH-059,组织隶属,合作,105,critical,"夏衍、周扬、胡风、周立波、穆木天、杨骚、白薇等,又培养了；玲、蓬子、金丁、冰莹、周起应( 周扬 )、白薇、洪深、张天鬟.；眉、周扬、夏征农、周而复、任邓签名支持推行“二头孕“,是门戈、徐椿庸、胡风、艾芜、沙 -- 份重要的历史文献。共出6江、易绀弩、白薇、欧阳山、草期,明、周文、旨紫、荒煤、登如、",左联词典 第104页; 左联词典 第168页; 左联词典 第483页; 左联词典 第486页; 左联词典 第506页,5,SRC-0007;SRC-0060;SRC-0151;SRC-0173;SRC-0777,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；存在明显OCR噪声；上下文直接出现联名/共同编辑/合作动作,medium,no,组织隶属,合作,合作,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；存在明显OCR噪声；上下文直接出现联名/共同编辑/合作动作,0.70,formal
REL-00631,ZLH-007,ZLH-060,组织隶属,待核验,75,high,"国福楼拜《圣安东之诱惑》,马宗融译法国左拉《萌芽》,周笛 ( 周扬 ) 译俄国托尔斯泰《安娜.卡列尼娜》,苟眉译保加利亚战佐夫《轭下》,鲁彦详波兰普路司《法老》,罗稷南译俄国高尔基《燎原》,娄",左联史 第269页,1,SRC-0780,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；缺少组织归属关键词；证据不足以支撑原关系类型,low,yes,组织隶属,同属组织,同属组织,证据显示两人均为左联成员，无其他具体互动信息。,0.8,review
REL-00632,ZLH-007,ZLH-061,组织隶属,同属组织,85,critical,"译 ) 、《新俄文学中的男女》( 周起应译 ) 等,为左联的事业贡献了自己的力量。",左联词典 第168页,1,SRC-0060,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,low,yes,组织隶属,同属组织,同属组织,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,0.40,formal
REL-00633,ZLH-007,ZLH-063,组织隶属,同属组织,85,critical,"林淡秋、徐懋庸等的回忆,担任过左联常委的还有茅盾、周扬、彭慧、沙汀、胡风、周文、任白戈、徐懋庸、何家槐、林淡秋等",左联词典 第108页; 左联词典 第109页; 左联词典 第198页; 左联词典 第227页; 左联词典 第306页,5,SRC-0039;SRC-0135;SRC-0134;SRC-0140;SRC-0781,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,low,yes,组织隶属,同属组织,同属组织,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,0.40,formal
REL-00634,ZLH-007,ZLH-065,组织隶属,待核验,100,critical,"扬邮人 ( 以上陈梦烨 ),柯仲平( 周健,石凌鹤、彭柏山 ( 以上",左联词典 第563页,1,SRC-0178,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,low,yes,组织隶属,同属组织,同属组织,证据表明两人均为左联成员，但无其他具体互动信息。,0.8,review
REL-00635,ZLH-007,ZLH-067,组织隶属,纪念/悼念,60,high,继承和发扬左翼文化运动的革命传统（周扬）一在纪念”左联”成立五十周,左联回忆录 第699页,1,SRC-0587,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；上下文直接出现纪念/悼念动作,medium,no,组织隶属,纪念/悼念,纪念/悼念,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；上下文直接出现纪念/悼念动作,0.70,formal
REL-00636,ZLH-007,ZLH-069,组织隶属,待核验,100,critical,骚、梅雨、张庚、茅眉、周扬、凡海的论文17篇。在“国防文,左联词典 第487页,1,SRC-0181,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,low,yes,组织隶属,同属组织,同属组织,证据显示两人均为左联成员，无其他具体互动信息。,0.8,review
REL-00637,ZLH-007,ZLH-070,组织隶属,待核验,100,critical,"依然是一群知名的左联盟员作家,如沈起予、林林、金丁、郑伯奇、方之中、周扬、任钧、立波、尤",左联史 第725页,1,SRC-0620,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,low,yes,组织隶属,同属组织,同属组织,证据表明两人均为左联成员，但无其他具体互动信息。,0.8,review
REL-00638,ZLH-007,ZLH-073,组织隶属,同属组织,85,critical,"丁玲、周扬等都曾是宁的重要领导人,郭沫若则是东享左联的实",左联词典 第102页,1,SRC-0011,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,low,yes,组织隶属,同属组织,同属组织,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,0.40,formal
REL-00639,ZLH-007,ZLH-074,组织隶属,待核验,75,high,"改正决定》,恢复党籍,恢复政治名誉。11月7日,冯雪峰同志追悼会在北京举行,叶剑英、邓小平、陈云、松庆、邓颖超、周建人、王震、胡耀邦、宋任穷、王首道、茅盾、胡愈之等送了花团。周扬、巴金、叶圣陶、丁玲、欧阳山、冰心、艾青、沈兹九、周海婴、邓…",左联史 第440页,1,SRC-0250,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；缺少组织归属关键词；证据不足以支撑原关系类型,low,yes,组织隶属,同属组织,同属组织,证据显示两人均为左联成员，无其他具体互动信息。,0.8,review
REL-00640,ZLH-007,ZLH-076,组织隶属,纪念/悼念,60,high,左联杂忆（马宁）左联和社联的一些关系（王学文）,左联回忆录 第699页,1,SRC-0587,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；上下文直接出现纪念/悼念动作,medium,no,组织隶属,纪念/悼念,纪念/悼念,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；上下文直接出现纪念/悼念动作,0.70,formal
REL-00641,ZLH-007,ZLH-077,组织隶属,纪念/悼念,60,high,继承和发扬左翼文化运动的革命传统（周扬）一在纪念”左联”成立五十周,左联回忆录 第699页,1,SRC-0587,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；上下文直接出现纪念/悼念动作,medium,no,组织隶属,纪念/悼念,纪念/悼念,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；上下文直接出现纪念/悼念动作,0.70,formal
REL-00642,ZLH-007,ZLH-080,文学论战,文学论战,25,low,"终气愤难平,日夜梦想着要除掉这个“异端“。21年后的1957年,机会终于来了。这年4月,开始了全党整风运动,但在文艺界,我们看见的是一些当年的左翼作家在挨批挨斗挨整,如丁玲、陈企霞、罗烽、白朗、艾青等人,其中最惨的是冯雪峰。他挨批挨斗挨整…",左联史 第25页; 左联史 第71页; 左联史 第440页; 左联史 第524页; 左联史 第552页,5,SRC-0695;SRC-0782;SRC-0250;SRC-0783;SRC-0784,结构性检测未发现需要自动改写的明确证据。,medium,no,文学论战,文学论战,文学论战,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-00643,ZLH-007,ZLH-081,组织隶属,待核验,100,critical,"诗人的诗以及陈白尘的剧本,新波、力群、野夫的木刻。同年",左联词典 第486页,1,SRC-0173,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,low,yes,组织隶属,同属组织,同属组织,证据表明两人共同属于左联组织，但未显示其他具体互动。,0.95,review
REL-00644,ZLH-007,ZLH-082,组织隶属,论战,120,critical,"( 东平著 )。这些书中的大部分都陆续问世了,只有周扬、立波、王淑明、林通、张仲实的几种因各种；集体讨论,宋之的初稿,夏衍整理。一一李岫石的画《一九三一之示威》",左联史 第509页; 左联史 第725页,3,SRC-0743;SRC-0620,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；存在明显OCR噪声；缺少组织归属关键词；上下文直接出现论争/批评/论战动作,medium,no,组织隶属,论战,论战,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；存在明显OCR噪声；缺少组织归属关键词；上下文直接出现论争/批评/论战动作,0.70,formal
REL-00645,ZLH-007,ZLH-083,组织隶属,同属组织,85,critical,"盟员林焕平去日本留学,行前,周扬嘱其到东京后,立即设法恢复东京左联组织。同年12月,东京左联恢复,成员有林维梁、陈",左联词典 第114页; 左联词典 第560页,3,SRC-0141;SRC-0694,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,low,yes,组织隶属,同属组织,同属组织,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,0.40,formal
REL-00646,ZLH-007,ZLH-084,组织隶属,同属组织,85,critical,"左联、剧联和上海中国左联、剧联有组织关系,人员互相调动,如于伶就从北平左联调到上海从事左联、剧联工作,北平左联陆万美等也曾到上海向中国左联汇报情况。文总 ( 中国左翼文化总同盟 ) 是上述左翼文化团体的直接领导,1930年7月在上海成立…；平看望母亲,北平左翼文化团体代表多次秘密会见先生,北平左联等左翼团体向先生作了汇报,也职吻了先生对北方左翼文艺运动的种种指示,这些活动,陆万美都奉命参加。1933年1月,奉命去上海,向中国左翼文化总同盟负责人华汉 ( 阳翰笙 ) 汇报北方…；月16日出版第1卷第2期后被禁。《尖锐》停刊不久,陆绿曦 ( 陆万美 ) 介绍他加人北方左联。但他觉得上海左翼文坛活既,一心想去那儿拼搏一下,因而9月,他再度到上海。这回见到了丁玲、周起应等知名左翼作家,又结识了一些左联新朋友,随后就加人…",左联史 第9页; 左联史 第524页; 左联史 第527页; 左联史 第548页,5,SRC-0704;SRC-0783;SRC-0629;SRC-0630,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,low,yes,组织隶属,同属组织,同属组织,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,0.40,formal
REL-00647,ZLH-007,ZLH-091,师生关系,师生关系,70,high,茅眉、周扬、周文、朗风、丁玲、楼适夷、华蒂 ( 叶以群 )、李辉,左联词典 第107页; 左联词典 第114页; 左联词典 第461页,4,SRC-0012;SRC-0141;SRC-0785,结构性检测未发现需要自动改写的明确证据。,medium,no,师生关系,师生关系,师生关系,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-00648,ZLH-007,ZLH-096,文学论战,文学论战,25,low,"明白之处“。因此他“对于周扬等人对丁玲的指责是持反对意见的“；就是鲁迅提出的“民族革命战争的大众文学“口号。文艺界整风的主持者周扬、夏街等人硬说鲁迅这；得老友沙汀介绍,结识周起应 ( 周扬 )、艾芜等左联作家,逐步接近左鬓文坛。1932年底,中苏两国政",左联史 第244页; 左联史 第440页; 左联史 第498页,4,SRC-0786;SRC-0250;SRC-0284,结构性检测未发现需要自动改写的明确证据。,medium,no,文学论战,文学论战,文学论战,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-00649,ZLH-007,ZLH-097,组织隶属,待核验,100,critical,王西彦、王尘无、蒲风、田间、于伶、凌鹤、徐懋庸、聂绀弩、,左联词典 第104页,1,SRC-0007,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,low,yes,组织隶属,同属组织,同属组织,证据表明两人共同属于左联组织，但未显示其他具体互动。,0.95,review
REL-00650,ZLH-007,ZLH-098,交游,交游,25,low,"1934年1月7日天津《大公报.文艺》刊出作家沈从文的杂文《论“海派“》,文章由杜衡 - 篇谈“海派“的短文“引申“出所谓“海派“的一连丨特征:“ “投机取巧“ ,“见风转舵 「 如旧礼拜六派一位桅先生,到近来也谈起哲学史,自己也说要左倾…",左联史 第71页; 左联史 第285页,3,SRC-0782;SRC-0787,结构性检测未发现需要自动改写的明确证据。,medium,no,交游,交游,交游,结构性检测未发现需要自动改写的明确证据。,0.70,formal
